typeID,attributeID,valueInt,valueFloat
20012,124,3105952,
20012,128,2,
20012,137,53,
20012,317,-25,
20012,422,1,
20012,612,,0.0
20012,613,,0.0
20012,779,,1.4
20012,783,,1.0
20012,784,,0.00025
20012,786,1,
20032,3,0,
20032,9,1,
20032,114,,44.0
20032,116,,0.0
20032,117,,0.0
20032,118,,26.4
20032,120,,1.0
20032,124,5215864,
20032,128,4,
20032,137,53,
20032,317,-45,
20032,422,1,
20032,612,,0.0
20032,613,,0.0
20032,779,,1.0
20032,783,,1.0
20032,784,,0.00025
20032,786,1,
20049,114,,0.0
20049,116,,0.0
20049,117,,11.0
20049,118,,6.6
20049,120,,1.0
20049,124,8301159,
20049,128,2,
20049,137,74,
20049,317,-50,
20049,422,1,
20049,612,,0.0
20049,613,,0.0
20049,779,,1.0
20055,114,,0.0
20055,116,,0.0
20055,117,,13.2
20055,118,,11.0
20055,120,,0.625
20055,124,12487062,
20055,128,2,
20055,137,74,
20055,317,-5,
20055,422,1,
20055,612,,0.0
20055,613,,0.0
20055,779,,0.625
20115,277,1,
20132,3,0,
20132,9,1,
20132,114,0,
20132,116,0,
20132,117,3,
20132,118,2,
20132,120,,1.0
20132,124,5215864,
20132,128,1,
20132,137,53,
20132,317,0,
20132,422,1,
20132,612,,0.0
20132,613,,0.0
20132,779,,1.0
20132,783,,1.0
20132,784,,0.00025
20132,786,0,
20138,9,40,
20138,47,1,
20138,50,45,
20138,51,8000,
20138,56,1,
20138,277,1,
20138,422,1,
20138,604,772,
20138,1180,,0.01
20138,1205,,-15.0
20138,1211,,1.2
20138,1212,1,
20158,175,0,
20158,176,0,
20158,177,0,
20158,178,0,
20158,182,3411,
20158,277,3,
20158,331,3,
20158,422,2,
20158,548,,3.0
20158,838,,1.15
20175,9,10000,
20175,30,125000,
20175,50,1500,
20175,136,,1.0
20175,182,11584,
20175,263,,20000.0
20175,265,20000,
20175,277,2,
20175,479,,800000.0
20175,484,,0.75
20175,524,,0.75
20175,525,,1.0
20175,842,436,
20175,1032,,0.4
20201,6,,93.0
20201,9,40,
20201,30,1,
20201,50,65,
20201,73,,20000.0
20201,182,3427,
20201,277,1,
20201,422,1,
20201,633,11,
20201,831,0,
20201,1180,,0.01
20201,1211,,6.6
20201,1212,1,
20201,1225,,20.0
20218,6,,8.0
20218,9,40,
20218,30,1,
20218,50,16,
20218,73,,10000.0
20218,182,3427,
20218,277,1,
20218,422,1,
20218,633,4,
20218,1027,,0.0
20218,1028,,0.0
20218,1029,,0.0
20218,1030,,96.0
20218,1180,,0.01
20218,1211,,3.4
20218,1212,1,
20218,1226,,30.0
20238,9,40,
20238,182,3432,
20238,277,1,
20238,422,1,
20238,1028,,0.0
20238,1029,,0.0
20238,1030,,0.0
20264,9,40,
20264,182,3432,
20264,277,1,
20264,422,1,
20264,1027,,0.0
20264,1028,,0.0
20264,1029,,0.0
20344,422,2,
20347,9,40,
20347,30,12,
20347,182,3394,
20347,277,4,
20347,422,2,
20347,633,5,
20364,9,100000000,
20367,6,,100.0
20367,9,40,
20367,30,30,
20367,50,60,
20367,73,,24000.0
20367,182,3427,
20367,183,3448,
20367,277,5,
20367,278,3,
20367,422,1,
20367,554,,-20.0
20367,633,0,
20367,763,1,
20367,800,,0.25
20410,182,11450,
20410,277,1,
20424,182,11452,
20424,277,1,
20444,9,40,
20444,47,1,
20444,61,0,
20444,128,4,
20444,182,20327,
20444,183,3300,
20444,277,1,
20444,278,5,
20444,422,1,
20444,604,86,
20444,633,0,
20444,1180,,0.01
20444,1212,1,
20450,9,40,
20450,47,1,
20450,56,1,
20450,61,0,
20450,63,,0.0
20450,124,8627698,
20450,128,4,
20450,182,21666,
20450,183,3300,
20450,277,1,
20450,278,5,
20450,422,1,
20450,604,85,
20450,633,0,
20450,1180,,0.01
20450,1212,1,
20507,175,0,
20507,176,0,
20507,177,0,
20507,178,0,
20507,182,3411,
20507,277,3,
20507,331,3,
20507,335,3,
20507,422,2,
20507,864,,1.15
20530,180,167,
20530,181,168,
20530,182,20533,
20530,183,3338,
20530,275,,12.0
20530,280,0,
20530,1047,1,
20533,151,,-5.0
20533,180,167,
20533,181,168,
20533,182,20342,
20533,275,,14.0
20533,277,5,
20533,280,0,
20533,1047,1,
20573,9,40,
20573,30,1,
20573,73,,20000.0
20573,182,3427,
20573,277,1,
20573,422,1,
20573,633,6,
20573,831,0,
20573,1180,,0.01
20573,1211,,6.6
20573,1212,1,
20573,1225,,20.0
20593,9,40,
20593,30,4,
20593,47,1,
20593,50,13,
20593,56,1,
20593,277,1,
20593,422,1,
20593,604,387,
20593,633,6,
20593,1180,,0.01
20593,1205,,-15.0
20593,1211,,1.0
20593,1212,1,
20613,9,40,
20613,30,1,
20613,50,43,
20613,182,3419,
20613,277,1,
20613,422,1,
20613,548,,30.0
20613,633,6,
20613,1213,,100.0
20633,6,20,
20633,9,40,
20633,30,1,
20633,50,34,
20633,73,,10000.0
20633,182,3420,
20633,277,1,
20633,422,1,
20633,633,6,
20633,984,,0.0
20633,985,,0.0
20633,986,,-52.5
20633,987,,0.0
20633,1180,,0.01
20633,1208,,20.0
20633,1211,,3.4
20633,1212,1,
20653,840,3018360,
20656,840,3018363,
20659,840,3018367,
20673,840,3018381,
20676,840,3018384,
20679,840,3018387,
20696,840,3018404,
20699,840,3018407,
20739,114,,0.0
20739,116,,26.4
20739,120,,1.0
20739,124,16763512,
20739,137,55,
20739,422,1,
20739,612,,0.0
20739,613,,0.0
20739,779,,1.0
20759,114,,0.0
20759,116,,3.6
20759,120,,1.0
20759,124,16763512,
20759,137,55,
20759,422,1,
20759,612,,0.0
20759,613,,0.0
20759,779,,1.0
20779,114,,0.0
20779,117,,4.8
20779,118,,0.0
20779,124,16763512,
20779,137,55,
20779,422,1,
20779,612,,0.0
20779,613,,0.0
20779,779,,0.75
20799,118,,0.0
20799,120,,0.5
20799,124,16763512,
20799,137,55,
20799,422,1,
20799,612,,0.0
20799,613,,0.0
20799,779,,0.5
20805,118,,0.0
20805,120,,0.5
20805,124,16763512,
20805,137,55,
20805,422,1,
20805,612,,0.0
20805,613,,0.0
20805,779,,0.5
20819,3,0,
20819,9,1,
20819,114,,6.6
20819,116,,0.0
20819,117,,0.0
20819,118,,4.4
20819,120,,0.75
20819,124,9202277,
20819,128,1,
20819,137,53,
20819,317,-25,
20819,422,1,
20819,612,,0.0
20819,613,,0.0
20819,779,,0.75
20819,783,,1.0
20819,784,,0.00025
20819,786,1,
20825,3,0,
20825,9,1,
20825,114,,13.2
20825,116,,0.0
20825,117,,0.0
20825,118,,6.6
20825,120,,0.875
20825,124,8039008,
20825,128,2,
20825,137,53,
20825,317,-35,
20825,422,1,
20825,612,,0.0
20825,613,,0.0
20825,779,,0.875
20825,783,,1.0
20825,784,,0.00025
20825,786,1,
20845,3,0,
20845,9,1,
20845,114,,61.6
20845,116,,0.0
20845,117,,0.0
20845,118,,35.2
20845,120,,0.625
20845,124,16746403,
20845,128,4,
20845,137,53,
20845,317,-15,
20845,422,1,
20845,612,,0.0
20845,613,,0.0
20845,779,,0.625
20845,783,,1.0
20845,784,,0.00025
20845,786,1,
20865,3,0,
20865,9,1,
20865,114,,12.0
20865,116,,0.0
20865,117,,0.0
20865,118,,0.0
20865,120,,1.6
20865,124,2833864,
20865,128,2,
20865,137,53,
20865,317,-15,
20865,422,1,
20865,612,,0.0
20865,613,,0.0
20865,779,,1.6
20865,783,,1.0
20865,784,,0.00025
20865,786,1,
20885,3,0,
20885,9,1,
20885,114,,24.0
20885,116,,0.0
20885,117,,0.0
20885,118,,9.6
20885,120,,1.2
20885,124,5209238,
20885,128,3,
20885,137,53,
20885,317,-35,
20885,422,1,
20885,612,,0.0
20885,613,,0.0
20885,779,,1.2
20885,783,,1.0
20885,784,,0.00025
20885,786,1,
20905,3,0,
20905,9,1,
20905,114,,57.6
20905,116,,0.0
20905,117,,0.0
20905,118,,28.8
20905,120,,0.875
20905,124,8039008,
20905,128,4,
20905,137,53,
20905,317,-35,
20905,422,1,
20905,612,,0.0
20905,613,,0.0
20905,779,,0.875
20905,783,,1.0
20905,784,,0.00025
20905,786,1,
20925,114,,0.0
20925,116,,0.0
20925,117,,26.4
20925,118,,22.0
20925,120,,0.625
20925,124,12487062,
20925,128,3,
20925,137,74,
20925,317,-5,
20925,422,1,
20925,612,,0.0
20925,613,,0.0
20925,779,,0.625
20945,114,,0.0
20945,116,,0.0
20945,117,,3.6
20945,118,,2.4
20945,120,,1.6
20945,124,5202838,
20945,128,1,
20945,137,74,
20945,317,-30,
20945,422,1,
20945,612,,0.0
20945,613,,0.0
20945,779,,1.6
20951,114,,0.0
20951,116,,0.0
20951,117,,6.0
20951,118,,3.6
20951,120,,1.0
20951,124,8301159,
20951,128,1,
20951,137,74,
20951,317,-50,
20951,422,1,
20951,612,,0.0
20951,613,,0.0
20951,779,,1.0
20965,114,,0.0
20965,116,,0.0
20965,117,,9.6
20965,118,,7.2
20965,120,,1.2
20965,124,6201492,
20965,128,2,
20965,137,74,
20965,317,-24,
20965,422,1,
20965,612,,0.0
20965,613,,0.0
20965,779,,1.2
20971,114,,0.0
20971,116,,0.0
20971,117,,14.4
20971,118,,9.6
20971,120,,0.75
20971,124,11835778,
20971,128,2,
20971,137,74,
20971,317,-8,
20971,422,1,
20971,612,,0.0
20971,613,,0.0
20971,779,,0.75
20985,114,,0.0
20985,116,,0.0
20985,117,,24.0
20985,118,,19.2
20985,120,,0.875
20985,124,10727277,
20985,128,3,
20985,137,74,
20985,317,-40,
20985,422,1,
20985,612,,0.0
20985,613,,0.0
20985,779,,0.875
20991,114,,0.0
20991,116,,0.0
20991,117,,33.6
20991,118,,24.0
20991,120,,0.5
20991,124,16764120,
20991,128,3,
20991,137,74,
20991,317,0,
20991,422,1,
20991,612,,0.0
20991,613,,0.0
20991,779,,0.5
21011,726,100,
21071,180,167,
21071,181,168,
21071,182,3319,
21071,275,,2.0
21071,277,2,
21071,280,0,
21071,293,-3,
21074,1112,,3.5
21074,1113,,0.6
21074,1114,,0.6
21074,1124,,1.0
21094,9,240,
21094,37,0,
21094,107,0,
21094,137,316,
21094,182,3352,
21094,204,,1.0
21094,277,1,
21094,281,600000,
21094,422,1,
21134,840,3018411,
21137,9,100000000,
21137,840,3018414,
21154,840,3018449,
21157,840,3018435,
21174,840,3018427,
21177,840,3018429,
21194,3,0,
21194,9,1,
21194,114,,5.5
21194,116,,0.0
21194,117,,0.0
21194,118,,0.0
21194,120,,1.6
21194,124,2833864,
21194,128,1,
21194,137,53,
21194,317,-15,
21194,422,1,
21194,612,,0.0
21194,613,,0.0
21194,779,,1.6
21194,783,,1.0
21194,784,,0.00025
21194,786,1,
21200,3,0,
21200,9,1,
21200,114,,5.5
21200,116,,0.0
21200,117,,0.0
21200,118,,3.3
21200,120,,1.0
21200,124,5215864,
21200,128,1,
21200,137,53,
21200,317,-45,
21200,422,1,
21200,612,,0.0
21200,613,,0.0
21200,779,,1.0
21200,783,,1.0
21200,784,,0.00025
21200,786,1,
21214,3,0,
21214,9,1,
21214,114,,11.0
21214,116,,0.0
21214,117,,0.0
21214,118,,6.6
21214,120,,1.0
21214,124,5215864,
21214,128,2,
21214,137,53,
21214,317,-45,
21214,422,1,
21214,612,,0.0
21214,613,,0.0
21214,779,,1.0
21214,783,,1.0
21214,784,,0.00025
21214,786,1,
21220,3,0,
21220,9,1,
21220,114,,15.4
21220,116,,0.0
21220,117,,0.0
21220,118,,8.8
21220,120,,0.625
21220,124,16746403,
21220,128,2,
21220,137,53,
21220,317,-15,
21220,422,1,
21220,612,,0.0
21220,613,,0.0
21220,779,,0.625
21220,783,,1.0
21220,784,,0.00025
21220,786,1,
21240,3,0,
21240,9,1,
21240,114,,44.0
21240,116,,0.0
21240,117,,0.0
21240,118,,0.0
21240,120,,1.6
21240,124,2833864,
21240,128,4,
21240,137,53,
21240,317,-15,
21240,422,1,
21240,612,,0.0
21240,613,,0.0
21240,779,,1.6
21240,783,,1.0
21240,784,,0.00025
21240,786,1,
21260,3,0,
21260,9,1,
21260,114,,6.0
21260,116,,0.0
21260,117,,0.0
21260,118,,2.4
21260,120,,1.2
21260,124,5209238,
21260,128,1,
21260,137,53,
21260,317,-35,
21260,422,1,
21260,612,,0.0
21260,613,,0.0
21260,779,,1.2
21260,783,,1.0
21260,784,,0.00025
21260,786,1,
21280,3,0,
21280,9,1,
21280,114,,14.4
21280,116,,0.0
21280,117,,0.0
21280,118,,7.2
21280,120,,0.875
21280,124,8039008,
21280,128,2,
21280,137,53,
21280,317,-35,
21280,422,1,
21280,612,,0.0
21280,613,,0.0
21280,779,,0.875
21280,783,,1.0
21280,784,,0.00025
21280,786,1,
21300,3,0,
21300,9,1,
21300,114,,33.6
21300,116,,0.0
21300,117,,0.0
21300,118,,19.2
21300,120,,0.625
21300,124,16746403,
21300,128,3,
21300,137,53,
21300,317,-15,
21300,422,1,
21300,612,,0.0
21300,613,,0.0
21300,779,,0.625
21300,783,,1.0
21300,784,,0.00025
21300,786,1,
21320,114,,0.0
21320,116,,0.0
21320,117,,3.3
21320,118,,2.2
21320,120,,1.6
21320,124,5202838,
21320,128,1,
21320,137,74,
21320,317,-30,
21320,422,1,
21320,612,,0.0
21320,613,,0.0
21320,779,,1.6
21340,114,,0.0
21340,116,,0.0
21340,117,,8.8
21340,118,,6.6
21340,120,,1.2
21340,124,6201492,
21340,128,2,
21340,137,74,
21340,317,-24,
21340,422,1,
21340,612,,0.0
21340,613,,0.0
21340,779,,1.2
21346,114,,0.0
21346,116,,0.0
21346,117,,13.2
21346,118,,8.8
21346,120,,0.75
21346,124,11835778,
21346,128,2,
21346,137,74,
21346,317,-8,
21346,422,1,
21346,612,,0.0
21346,613,,0.0
21346,779,,0.75
21360,114,,0.0
21360,116,,0.0
21360,117,,22.0
21360,118,,17.6
21360,120,,0.875
21360,124,10727277,
21360,128,3,
21360,137,74,
21360,317,-40,
21360,422,1,
21360,612,,0.0
21360,613,,0.0
21360,779,,0.875
21366,114,,0.0
21366,116,,0.0
21366,117,,30.8
21366,118,,22.0
21366,120,,0.5
21366,124,16764120,
21366,128,3,
21366,137,74,
21366,317,0,
21366,422,1,
21366,612,,0.0
21366,613,,0.0
21366,779,,0.5
21386,114,,0.0
21386,116,,0.0
21386,117,,4.8
21386,118,,2.4
21386,120,,1.4
21386,124,5801883,
21386,128,1,
21386,137,74,
21386,317,-27,
21386,422,1,
21386,612,,0.0
21386,613,,0.0
21386,779,,1.4
21406,114,,0.0
21406,116,,0.0
21406,117,,12.0
21406,118,,7.2
21406,120,,1.0
21406,124,8301159,
21406,128,2,
21406,137,74,
21406,317,-50,
21406,422,1,
21406,612,,0.0
21406,613,,0.0
21406,779,,1.0
21426,114,,0.0
21426,116,,0.0
21426,117,,28.8
21426,118,,19.2
21426,120,,0.75
21426,124,11835778,
21426,128,3,
21426,137,74,
21426,317,-8,
21426,422,1,
21426,612,,0.0
21426,613,,0.0
21426,779,,0.75
21446,114,,0.0
21446,116,,0.0
21446,117,,57.6
21446,118,,38.4
21446,120,,0.75
21446,124,11835778,
21446,128,4,
21446,137,74,
21446,317,-8,
21446,422,1,
21446,612,,0.0
21446,613,,0.0
21446,779,,0.75
21486,9,40,
21486,30,1,
21486,64,,1.1
21486,182,3318,
21486,277,1,
21486,422,1,
21486,633,6,
21506,6,,60.0
21506,9,40,
21506,30,45,
21506,50,51,
21506,73,,20000.0
21506,83,90,
21506,182,3393,
21506,183,3392,
21506,277,1,
21506,278,3,
21506,422,1,
21506,633,6,
21506,1180,,0.01
21506,1206,,-15.0
21506,1211,,5.3
21506,1212,1,
21512,9,40,
21512,73,,5000.0
21512,158,,0.0
21512,182,3435,
21512,277,1,
21512,422,1,
21512,1180,,0.01
21512,1211,,5.0
21512,1212,1,
21512,1222,,20.0
21529,9,40,
21529,182,3432,
21529,277,1,
21529,422,1,
21529,1027,,0.0
21529,1028,,0.0
21529,1029,,0.0
21529,1030,,48.0
21532,6,,30.0
21532,9,40,
21532,30,7,
21532,50,26,
21532,73,,10000.0
21532,99,3600,
21532,116,,50.0
21532,182,3421,
21532,277,1,
21532,422,1,
21549,6,,0.0
21549,9,40,
21549,47,1,
21549,56,1,
21549,63,,0.0
21549,128,1,
21549,158,,9625.0
21549,182,3302,
21549,183,3300,
21549,277,1,
21549,278,1,
21549,422,1,
21549,604,83,
21549,1180,,0.01
21549,1205,,-15.0
21549,1211,,2.6
21549,1212,1,
21569,1112,,2.0
21569,1113,,1.4
21569,1114,,2.0
21569,1124,,2.0
21572,1112,,1.5
21572,1113,,1.1
21572,1114,,1.0
21572,1124,,6.0
21575,1112,,1.0
21575,1113,,1.0
21575,1124,,2.0
21632,9,100,
21718,180,165,
21718,181,166,
21718,182,3402,
21718,183,3432,
21718,275,,3.0
21718,280,0,
21798,9,100000000,
21818,9,40,
21818,30,1,
21818,50,20,
21818,144,,0.68
21818,182,3424,
21818,277,2,
21818,422,1,
21818,633,13,
21821,9,100000000,
21824,9,100000000,
21841,6,,10.0
21841,9,40,
21841,47,1,
21841,54,10000,
21841,73,,60000.0
21841,182,3386,
21841,189,11,
21841,277,1,
21841,422,1,
21841,633,8,
21844,840,3018459,
17490,1212,1,
17493,6,144,
17493,9,40,
17493,50,21,
17493,73,,12000.0
17493,182,3393,
17493,183,3392,
17493,277,1,
17493,278,2,
17493,422,1,
17493,633,7,
17493,1180,,0.01
17493,1206,,-15.0
17493,1211,,5.3
17493,1212,1,
17493,1230,,10.0
17496,6,20,
17496,9,40,
17496,30,1,
17496,50,30,
17496,73,,12000.0
17496,182,3420,
17496,277,1,
17496,422,1,
17496,633,9,
17496,984,,0.0
17496,985,,-55.0
17496,986,,0.0
17496,987,,0.0
17496,1180,,0.01
17496,1208,,20.0
17496,1211,,4.0
17496,1212,1,
17510,9,40,
17510,30,0,
17510,50,4,
17510,144,,0.75
17510,182,3424,
17510,277,2,
17510,422,1,
17510,633,8,
17516,9,40,
17516,30,1,
17516,50,0,
17516,148,,1.0
17516,182,3394,
17516,277,1,
17516,422,1,
17516,633,9,
17516,984,,0.0
17516,985,,-30.0
17516,986,,0.0
17516,987,,0.0
17536,9,40,
17536,30,1,
17536,50,30,
17536,148,,1.0
17536,182,3394,
17536,277,3,
17536,422,1,
17536,633,9,
17536,984,,-22.5
17536,985,,-22.5
17536,986,,-22.5
17536,987,,-22.5
17553,9,40,
17553,30,1,
17553,50,0,
17553,148,,1.0
17553,182,3394,
17553,277,1,
17553,422,1,
17553,633,8,
17553,984,,0.0
17553,985,,-26.4
17553,986,,0.0
17553,987,,0.0
17619,3,0,
17619,15,0,
17619,19,1,
17619,21,,0.0
17619,49,0,
17619,79,3000,
17619,124,16777215,
17619,129,5,
17619,136,,1.0
17619,153,,2.68e-06
17619,182,3330,
17619,208,,0.0
17619,209,,0.0
17619,210,,0.0
17619,217,395,
17619,246,395,
17619,268,,0.9
17619,269,,0.75
17619,270,,0.55
17619,271,,1.0
17619,273,,0.6
17619,274,,0.8
17619,283,,0.0
17619,422,1,
17619,479,,625000.0
17619,484,,0.75
17619,511,,0.0
17619,524,,0.75
17619,552,,40.0
17619,661,,3000.0
17619,662,,0.05
17619,1154,3,
17619,1178,,100.0
17619,1179,,0.01
17619,1196,,0.01
17619,1198,,0.01
17619,1199,,100.0
17619,1200,,100.0
17619,1224,,1.0
17619,1271,,0.0
17619,1281,,1.0
17636,3,0,
17636,15,0,
17636,19,1,
17636,21,,0.0
17636,49,0,
17636,76,,75000.0
17636,79,9000,
17636,124,16777215,
17636,129,1000,
17636,136,,1.0
17636,153,,1.38e-07
17636,182,3338,
17636,208,,0.0
17636,209,,0.0
17636,210,,0.0
17636,217,395,
17636,246,395,
17636,268,,0.9
17636,269,,0.75
17636,270,,0.55
17636,271,,1.0
17636,273,,0.6
17636,274,,0.8
17636,484,,0.75
17636,501,-5,
17636,524,,0.75
17636,661,,1000.0
17636,662,,0.5
17636,1154,3,
17636,1178,,100.0
17636,1179,,0.01
17636,1196,,0.01
17636,1198,,0.01
17636,1199,,100.0
17636,1200,,100.0
17636,1224,,0.5
17636,1259,,0.82
17636,1262,,0.71
17636,1271,,75.0
17636,1281,,1.0
17656,114,0,
17656,116,0,
17656,117,48,
17656,118,40,
17656,120,,0.625
17656,124,12487062,
17656,128,4,
17656,137,74,
17656,317,-5,
17656,422,1,
17656,612,,0.0
17656,613,,0.0
17656,779,,0.625
17662,114,0,
17662,116,0,
17662,117,48,
17662,118,32,
17662,120,,0.75
17662,124,11835778,
17662,128,4,
17662,137,74,
17662,317,-8,
17662,422,1,
17662,612,,0.0
17662,613,,0.0
17662,779,,0.75
17682,3,0,
17682,9,1,
17682,114,,40.0
17682,116,,0.0
17682,117,,0.0
17682,118,,16.0
17682,120,,1.2
17682,124,5209238,
17682,128,4,
17682,137,53,
17682,317,-35,
17682,422,1,
17682,612,,0.0
17682,613,,0.0
17682,779,,1.2
17682,783,,1.0
17682,784,,0.00025
17682,786,0,
17722,3,0,
17722,15,0,
17722,19,1,
17722,21,,0.0
17722,49,0,
17722,79,6000,
17722,124,16777215,
17722,129,500,
17722,136,,1.0
17722,153,,8.13e-07
17722,182,3332,
17722,183,3333,
17722,208,,0.0
17722,209,,0.0
17722,211,,0.0
17722,217,395,
17722,246,395,
17722,268,,0.9
17722,269,,0.65
17722,270,,0.65
17722,271,,1.0
17722,273,,0.6
17722,274,,0.8
17722,277,2,
17722,278,2,
17722,283,,50.0
17722,422,1,
17722,479,,1250000.0
17722,482,,1545.0
17722,484,,0.75
17722,524,,0.75
17722,661,,2000.0
17722,662,,0.25
17722,1132,,350.0
17722,1154,3,
17722,1178,,100.0
17722,1179,,0.01
17722,1196,,0.01
17722,1198,,0.01
17722,1199,,100.0
17722,1200,,100.0
17722,1224,,0.75
17722,1259,,0.71
17722,1261,,0.63
17722,1271,,50.0
17722,1281,,1.0
17865,182,3386,
17865,790,12184,
17868,182,3386,
17868,790,12190,
17871,317,-3,
17871,331,7,
17871,422,1,
17908,108,35,
17908,114,1000,
17908,116,1000,
17908,117,1000,
17908,118,1000,
17908,137,506,
17908,277,5,
17908,422,1,
17908,633,0,
17908,644,1,
17928,3,0,
17928,15,0,
17928,19,1,
17928,21,,0.0
17928,49,0,
17928,79,2500,
17928,124,16777215,
17928,129,3,
17928,136,,1.0
17928,153,,1.67e-06
17928,182,3328,
17928,183,3329,
17928,208,,0.0
17928,211,,0.0
17928,217,394,
17928,246,394,
17928,268,,0.9
17928,269,,0.65
17928,270,,0.65
17928,271,,1.0
17928,273,,0.6
17928,274,,0.8
17928,277,3,
17928,278,3,
17928,422,1,
17928,479,,625000.0
17928,484,,0.75
17928,511,,0.0
17928,524,,0.75
17928,661,,3000.0
17928,662,,0.05
17928,1132,,350.0
17928,1154,3,
17928,1178,,100.0
17928,1179,,0.01
17928,1196,,0.01
17928,1198,,0.01
17928,1199,,100.0
17928,1200,,100.0
17928,1224,,1.0
17928,1281,,1.0
18054,3,0,
18054,9,1,
18054,124,5215864,
18054,128,1,
18054,137,483,
18054,182,12189,
18054,183,3386,
18054,277,3,
18054,278,1,
18054,317,100,
18054,422,1,
18054,781,468,
18054,782,,1.25
18054,783,,0.1
18054,784,,0.025
18054,785,,80.0
18054,786,1,
18592,3,0,
18592,9,1,
18592,124,5215864,
18592,128,1,
18592,137,483,
18592,182,12181,
18592,183,3386,
18592,277,4,
18592,278,1,
18592,317,45,
18592,422,2,
18592,633,5,
18592,781,451,
18592,782,,1.75
18592,783,,0.2
18592,784,,0.025
18592,785,,70.0
18592,786,1,
18595,422,2,
18598,3,0,
18598,9,1,
18598,124,5215864,
18598,128,1,
18598,137,483,
18598,182,12184,
18598,183,3386,
18598,277,4,
18598,278,1,
18598,317,25,
18598,422,2,
18598,633,5,
18598,781,467,
18598,782,,1.75
18598,783,,0.2
18598,784,,0.025
18598,785,,50.0
18598,786,1,
18615,422,2,
18618,3,0,
18618,9,1,
18618,124,5215864,
18618,128,1,
18618,137,483,
18618,182,12195,
18618,183,3386,
18618,277,4,
18618,278,1,
18618,317,-20,
18618,422,2,
18618,633,5,
18618,781,462,
18618,782,,1.75
18618,783,,0.2
18618,784,,0.025
18618,785,,5.0
18618,786,1,
18635,9,240,
18635,70,,1000.0
18635,107,0,
18635,182,3412,
18635,183,3551,
18635,277,3,
18635,278,3,
18635,422,1,
18635,765,1,
18635,794,0,
18658,9,40,
18658,73,,10000.0
18658,182,3450,
18658,277,1,
18658,422,1,
18658,567,1500000,
18658,763,1,
18658,796,,500000.0
18658,801,0,
18658,1180,,0.04
18658,1211,,9.6
18658,1212,1,
18658,1223,50,
18698,9,40,
18698,73,,10000.0
18698,182,3450,
18698,277,1,
18698,422,1,
18698,567,150000000,
18698,763,1,
18698,796,,50000000.0
18698,801,0,
18698,1180,,0.04
18698,1211,,4.1
18698,1212,1,
18698,1223,50,
18718,9,40,
18718,30,1,
18718,50,0,
18718,148,,1.0
18718,182,3394,
18718,277,1,
18718,422,1,
18718,633,11,
18718,984,,0.0
18718,985,,-31.75
18718,986,,0.0
18718,987,,0.0
18724,9,40,
18724,30,1,
18724,50,0,
18724,148,,1.0
18724,182,3394,
18724,277,1,
18724,422,1,
18724,633,11,
18724,984,,0.0
18724,985,,0.0
18724,986,,0.0
18724,987,,-31.75
18744,9,40,
18744,30,1,
18744,50,0,
18744,148,,1.0
18744,182,3394,
18744,277,1,
18744,422,1,
18744,633,12,
18744,984,,0.0
18744,985,,-33.5
18744,986,,0.0
18744,987,,0.0
18764,9,40,
18764,30,1,
18764,50,0,
18764,148,,1.0
18764,182,3394,
18764,277,1,
18764,422,1,
18764,633,13,
18764,984,,0.0
18764,985,,0.0
18764,986,,0.0
18764,987,,-35.25
18781,9,40,
18781,30,1,
18781,50,0,
18781,148,,1.0
18781,182,3394,
18781,277,1,
18781,422,1,
18781,633,12,
18781,984,,0.0
18781,985,,0.0
18781,986,,-33.5
18781,987,,0.0
18801,9,40,
18801,30,1,
18801,50,28,
18801,148,,1.0
18801,182,3394,
18801,277,3,
18801,422,1,
18801,633,11,
18801,984,,0.0
18801,985,,0.0
18801,986,,-41.5
18801,987,,0.0
18807,9,40,
18807,30,1,
18807,50,28,
18807,148,,1.0
18807,182,3394,
18807,277,3,
18807,422,1,
18807,633,11,
18807,984,,0.0
18807,985,,0.0
18807,986,,0.0
18807,987,,-41.5
18821,9,40,
18821,30,1,
18821,50,32,
18821,148,,1.0
18821,182,3394,
18821,277,3,
18821,422,1,
18821,633,13,
18821,984,,0.0
18821,985,,0.0
18821,986,,-44.5
18821,987,,0.0
18827,9,40,
18827,30,1,
18827,50,32,
18827,148,,1.0
18827,182,3394,
18827,277,3,
18827,422,1,
18827,633,13,
18827,984,,0.0
18827,985,,0.0
18827,986,,0.0
18827,987,,-44.5
18847,9,40,
18847,30,1,
18847,50,28,
18847,148,,1.0
18847,182,3394,
18847,277,3,
18847,422,1,
18847,633,11,
18847,984,,0.0
18847,985,,0.0
18847,986,,0.0
18847,987,,-41.5
18867,9,40,
18867,30,1,
18867,50,32,
18867,148,,1.0
18867,182,3394,
18867,277,3,
18867,422,1,
18867,633,13,
18867,984,,0.0
18867,985,,0.0
18867,986,,0.0
18867,987,,-44.5
18887,6,,34.0
18887,9,40,
18887,30,1,
18887,50,18,
18887,73,,20000.0
18887,633,11,
18887,984,,-57.25
18887,985,,0.0
18887,986,,0.0
18887,987,,0.0
18887,1180,,0.01
18887,1208,,20.0
18887,1211,,6.6
18887,1212,1,
18907,6,,38.0
18907,9,40,
18907,30,1,
18907,50,20,
18907,73,,20000.0
18907,633,12,
18907,984,,0.0
18907,985,,-59.5
18907,986,,0.0
18907,987,,0.0
18907,1180,,0.01
18907,1208,,20.0
18907,1211,,6.6
18907,1212,1,
